# t	                 0#	                 1#	                 2#	                 3#	                 4#	                 5#	                 6#	                 7#	                 8#	                 9#	                10#	                11#	                12#	                13#	                14#	                15#	                16#	                17#	                18#	                19#	                20#	                21#	                22#	                23#	                24#	                25#	                26#	                27#	                28#	                29#	                30#	                31#	                32#	                33#	                34#	                35#	                36#	                37#	                38#	                39#	                40#	                41#	                42#	                43#	                44#	                45#	                46#	                47#	                48#	                49#
# best_num_clients
 16	                  4	                  5	                  4	                  3	                  4	                  3	                  3	                  3	                  5	                  5	                  5	                  6	                  4	                  6	                  4	                  5	                  6	                  5	                  4	                  4	                  5	                  4	                  5	                  4	                  5	                  7	                  5	                  5	                  5	                  6	                  5	                  4	                  4	                  5	                  4	                  5	                  3	                  6	                  6	                  6	                  4	                  4	                  3	                  5	                  6	                  6	                  5	                  4	                  5	                  4
 17	                  4	                  3	                  5	                  8	                  4	                  4	                  3	                  3	                  4	                  6	                  3	                  7	                  6	                  4	                  4	                  4	                  4	                  5	                  4	                  4	                  6	                  4	                  4	                  5	                  5	                  5	                  4	                  3	                  5	                  4	                  4	                  4	                  6	                  5	                  6	                  6	                  4	                  5	                  5	                  7	                  4	                  4	                  4	                  6	                  4	                  6	                  4	                  4	                  4	                  4
 18	                  5	                  4	                  4	                  4	                  4	                  5	                  4	                  7	                  5	                  9	                  3	                  4	                  4	                  4	                  5	                  5	                  6	                  5	                  4	                  5	                  6	                  5	                  4	                  4	                  5	                  6	                  5	                  5	                  5	                  4	                  5	                  4	                  5	                  5	                  5	                  6	                  4	                  5	                  4	                  8	                  5	                  4	                  4	                  7	                  4	                  5	                  4	                  4	                  5	                  4
 19	                  5	                  4	                  4	                  3	                  4	                  4	                  4	                  6	                  4	                 10	                  5	                  4	                  3	                  4	                  4	                  4	                  4	                  4	                  5	                  4	                  5	                  4	                  5	                  5	                  6	                  5	                  5	                  7	                  5	                  4	                  4	                  5	                  6	                  4	                  6	                  8	                  3	                  4	                  7	                  6	                  6	                  4	                  5	                  5	                  5	                  5	                  5	                  3	                  5	                  5
 20	                  6	                  5	                  5	                  5	                  7	                  5	                  4	                  7	                  6	                 10	                  5	                  7	                  5	                  4	                  4	                  6	                  4	                  4	                  5	                  4	                  5	                  4	                  4	                  6	                  5	                  5	                  5	                  5	                  3	                  3	                  4	                  4	                  5	                  3	                  5	                  3	                  4	                  5	                  9	                  6	                  6	                  4	                  4	                  4	                  4	                  4	                  6	                  4	                  5	                  5
 21	                  5	                  5	                  5	                  5	                  4	                  5	                  4	                  4	                  5	                  7	                  4	                  6	                  7	                  5	                  4	                  6	                  6	                  4	                  5	                  3	                  4	                  3	                  5	                  6	                  6	                  4	                  3	                  5	                  4	                  4	                  6	                  5	                  3	                  4	                  4	                  4	                  4	                  4	                  8	                  7	                  7	                  5	                  4	                  5	                  3	                  7	                  5	                  5	                  7	                  4
 22	                  5	                  4	                  4	                  6	                  4	                  6	                  4	                  3	                  5	                  9	                  5	                  5	                  7	                  5	                  5	                  6	                  6	                  4	                  4	                  4	                  4	                  5	                  5	                  5	                  5	                  4	                  4	                  5	                  4	                  5	                  5	                  5	                  4	                  4	                  5	                  7	                  4	                  5	                  5	                  3	                  6	                  5	                  4	                  4	                  5	                  4	                  4	                  3	                  6	                  4
 23	                  4	                  4	                  3	                  6	                  5	                  5	                  4	                  4	                  6	                  7	                  4	                  5	                  7	                  3	                  5	                  6	                  6	                  4	                  4	                  5	                  5	                  4	                  6	                  7	                  5	                  4	                  6	                  4	                  3	                  4	                  4	                  4	                  4	                  4	                  4	                  5	                  4	                  5	                  5	                  4	                  6	                  4	                  6	                  5	                  5	                  4	                  6	                  3	                  5	                  4
 24	                  4	                  4	                  5	                  4	                  5	                  5	                  5	                  5	                  7	                  6	                  4	                  6	                 10	                  3	                  5	                  6	                  5	                  4	                  4	                  3	                  7	                  5	                  7	                  5	                  4	                  5	                  5	                  4	                  4	                  5	                  6	                  4	                  5	                  7	                  4	                  6	                  4	                  4	                  4	                  5	                  4	                  4	                  6	                  5	                  4	                  4	                  4	                  3	                  4	                  4
 25	                  4	                  5	                  6	                  5	                  5	                  4	                  3	                  6	                  5	                  5	                  5	                  7	                  4	                  3	                  4	                  4	                  5	                  4	                  3	                  4	                  5	                  6	                  5	                  4	                  5	                  5	                  5	                  4	                  4	                  4	                  4	                  5	                  4	                  5	                  5	                  5	                  4	                  6	                  4	                  5	                  4	                  5	                  7	                  4	                  4	                  5	                  5	                  5	                  4	                  5
 26	                  4	                  4	                  3	                  5	                  4	                  3	                  4	                  5	                  5	                  5	                  5	                  6	                  4	                  6	                  3	                  5	                  3	                  5	                  5	                  4	                  4	                  4	                  4	                  4	                  6	                  5	                  7	                  4	                  4	                  4	                  5	                  4	                  6	                  6	                  4	                  4	                  4	                  4	                  3	                  4	                  6	                  3	                  7	                  4	                  4	                  4	                  3	                  6	                  5	                  4
 27	                  5	                  5	                  6	                  5	                  5	                  4	                  4	                  5	                  4	                  6	                  5	                  4	                  5	                  3	                  3	                  5	                  4	                  4	                  5	                  6	                  4	                  4	                  4	                  4	                  5	                  3	                  5	                  4	                  4	                  5	                  3	                  5	                  3	                  5	                  5	                  4	                  5	                  4	                  4	                  6	                  5	                  3	                  6	                  5	                  5	                  4	                  4	                  5	                  3	                  6
 28	                  5	                  5	                  4	                  4	                  5	                  4	                  5	                  5	                  5	                  4	                  5	                  4	                  6	                  4	                  4	                  4	                  3	                  5	                  5	                  4	                  4	                  5	                  6	                  4	                  6	                  4	                  4	                  7	                  5	                  3	                  4	                  4	                  5	                  6	                  7	                  7	                  4	                  5	                  4	                  5	                  5	                  6	                  9	                  5	                  4	                  4	                  5	                  4	                  4	                  4
 29	                  6	                  4	                  4	                  5	                  4	                  4	                  4	                  4	                  5	                  4	                  6	                  3	                  4	                  4	                  4	                  4	                  5	                  6	                  5	                  6	                  4	                  4	                  4	                  4	                  5	                  5	                  4	                  5	                  4	                  4	                  4	                  4	                  4	                  6	                  6	                  4	                  5	                  4	                  4	                  4	                  4	                  5	                  7	                  6	                  6	                  4	                  6	                  7	                  4	                  4
 30	                  5	                  5	                  4	                  4	                  5	                  5	                  6	                  4	                  5	                  5	                  4	                  5	                  4	                  5	                  4	                  5	                  3	                  4	                  4	                  5	                  4	                  4	                  5	                  4	                  4	                  4	                  5	                  6	                  5	                  5	                  5	                  3	                  5	                  4	                  4	                  4	                  6	                  5	                  5	                  4	                  4	                  5	                  6	                  5	                  4	                  5	                  4	                  4	                  5	                  4
 31	                  6	                  5	                  4	                  6	                  5	                  4	                  8	                  5	                  5	                  4	                  5	                  4	                  4	                  6	                  5	                  4	                  4	                  5	                  5	                  5	                  6	                  4	                  3	                  5	                  5	                  4	                  6	                  6	                  5	                  6	                  4	                  5	                  6	                  5	                  4	                  4	                  5	                  4	                  5	                  4	                  5	                  4	                  4	                  5	                  5	                  6	                  5	                  5	                  5	                  6
 32	                  7	                  6	                  5	                  7	                  7	                  6	                  8	                  4	                  3	                  5	                  4	                  6	                  4	                  6	                  7	                  6	                  4	                  6	                  5	                  4	                  6	                  4	                  5	                  5	                  4	                  4	                  6	                  4	                  5	                  5	                  4	                  4	                  5	                  5	                  4	                  4	                  3	                  5	                  5	                  4	                  5	                  4	                  4	                  8	                  6	                  5	                  4	                  6	                  4	                  7
 33	                  4	                  5	                  4	                  5	                  4	                  6	                  6	                  4	                  4	                  9	                  5	                  5	                  5	                  5	                  3	                  7	                  4	                  3	                  5	                  4	                  6	                  4	                  4	                  4	                  4	                  7	                  6	                  3	                  6	                  3	                  4	                  5	                  5	                  7	                  5	                  4	                  3	                  8	                  4	                  6	                  4	                  6	                  4	                  4	                  3	                  5	                  4	                  4	                  5	                  9
 34	                  4	                  5	                  5	                  5	                  6	                  4	                  6	                  5	                  3	                  8	                  4	                  3	                  5	                  4	                  5	                  6	                  3	                  3	                  3	                  5	                  5	                  4	                  5	                  5	                  5	                  5	                  5	                  5	                  4	                  5	                  4	                  5	                  6	                  5	                  6	                  4	                  5	                  5	                  4	                  4	                  3	                  5	                  3	                  5	                  5	                  5	                  4	                  5	                  3	                  5
 35	                  4	                  5	                  5	                  6	                  5	                  6	                  8	                  4	                  4	                  8	                  5	                  4	                  5	                  3	                  4	                  6	                  4	                  5	                  4	                  4	                  4	                  6	                  4	                  4	                  4	                  6	                  8	                  4	                  4	                  4	                  5	                  4	                  4	                  5	                  9	                  6	                  4	                  5	                  4	                  4	                  4	                  5	                  5	                  5	                  5	                  7	                  5	                  5	                  7	                  5
 36	                  4	                  4	                  6	                  3	                  5	                  4	                  4	                  4	                  6	                  5	                  5	                  7	                  5	                  4	                  4	                  4	                  4	                  5	                  4	                  3	                  4	                  8	                  4	                  5	                  5	                  7	                  8	                  3	                  4	                  4	                  5	                  3	                  4	                  6	                  6	                  5	                  4	                  4	                  4	                  5	                  4	                  4	                  4	                  5	                  4	                  6	                  5	                  5	                  5	                  5
 37	                  4	                  5	                  5	                  4	                  4	                  4	                  4	                  5	                  6	                  4	                  4	                  5	                  5	                  5	                  6	                  4	                  4	                  5	                  6	                  3	                  3	                  7	                  4	                  8	                  6	                  7	                  4	                  5	                  6	                  4	                  5	                  5	                  4	                  5	                  3	                  5	                  3	                  5	                  4	                  5	                  4	                  4	                  5	                  6	                  6	                  5	                  5	                  6	                  6	                  6
 38	                  5	                  7	                  6	                  5	                  4	                  4	                  5	                  5	                  4	                  7	                  4	                  5	                  4	                  6	                  3	                  4	                  4	                  6	                  7	                  6	                  4	                  5	                  4	                  6	                  5	                 10	                  3	                  4	                  5	                  3	                  5	                  4	                  4	                  5	                  3	                  5	                  5	                  4	                  5	                  5	                  4	                  5	                  5	                  5	                  5	                  3	                  4	                  4	                  7	                  5
 39	                  4	                  7	                  4	                  4	                  3	                  3	                  5	                  4	                  4	                  7	                  6	                  4	                  5	                  7	                  7	                  4	                  3	                  5	                  5	                  5	                  3	                  4	                  3	                  4	                  4	                  3	                  4	                  4	                  4	                  4	                  4	                  4	                  4	                  3	                  3	                  4	                  6	                  4	                  6	                  5	                  4	                  5	                  5	                  5	                  5	                  5	                  5	                  4	                  6	                  4
 40	                  4	                 10	                  4	                  5	                  5	                  5	                  3	                  5	                  5	                  6	                  4	                  4	                  5	                  4	                  5	                  5	                  4	                  5	                  5	                  5	                  4	                  5	                  5	                  6	                  4	                  4	                  4	                  5	                  4	                  4	                  4	                  5	                  5	                  5	                  6	                  4	                  8	                  5	                  4	                  5	                  5	                  4	                  4	                  5	                  7	                  4	                  4	                  4	                  5	                  3
 41	                  5	                 10	                  4	                  5	                  3	                  4	                  5	                  6	                  5	                  5	                  4	                  4	                  4	                  4	                  5	                  5	                  4	                  4	                  6	                  6	                  3	                  3	                  6	                  4	                  4	                  4	                  5	                  6	                  4	                  4	                  5	                  4	                  5	                  3	                  5	                  4	                  5	                  6	                  4	                  4	                  4	                  6	                  6	                  4	                  4	                  4	                  4	                  5	                  5	                  5
 42	                  4	                  6	                  4	                  6	                  4	                  4	                  4	                  5	                  4	                  6	                  4	                  3	                  5	                  4	                  5	                  5	                  5	                  4	                  5	                  6	                  4	                  6	                  4	                  5	                  4	                  4	                  6	                  5	                  4	                  4	                  6	                  4	                  4	                  6	                  5	                  6	                  6	                  4	                  4	                  5	                  4	                  5	                  5	                  4	                  4	                  6	                  4	                  4	                  5	                  8
 43	                  5	                  3	                  4	                  8	                  3	                  3	                  4	                  4	                  3	                  4	                  4	                  5	                  4	                  5	                  6	                  5	                  4	                  3	                  3	                  6	                  6	                  5	                  3	                  5	                  4	                  4	                  4	                  5	                  4	                  3	                  6	                  5	                  6	                  6	                  5	                  5	                  4	                  4	                  5	                  5	                  5	                  5	                  6	                  4	                  5	                  4	                  6	                  3	                  5	                  7
 44	                  4	                  4	                  4	                  7	                  6	                  5	                  5	                  3	                  5	                  6	                  5	                  6	                  5	                  5	                  8	                  3	                  3	                  4	                  4	                  4	                  5	                  3	                  4	                  4	                  6	                  6	                  4	                  4	                  4	                  4	                  5	                  5	                  4	                  5	                  5	                  4	                  4	                  6	                  4	                  6	                  7	                  5	                  7	                  5	                  3	                  4	                  5	                  4	                  6	                  9
